          Teff = 3500 K,  log g = 0.0,  [M/H] = +0.5

 bolo   0.481 (0.0681)    0.605  0.185 (0.0184)    0.203  0.463 (0.0095)
  u     0.648 (0.1084)    0.858  0.315 (0.0194)    0.176  0.787 (0.0042)
  v     0.787 (0.0283)    0.780 -0.011 (0.0313)    0.804 -0.027 (0.0319)
  b     1.109 (0.1114)    0.822 -0.431 (0.0398)    1.755 -1.077 (0.0602)
  y     1.007 (0.0641)    0.836 -0.256 (0.0326)    1.392 -0.641 (0.0448)
  U     0.661 (0.0979)    0.843  0.273 (0.0220)    0.252  0.682 (0.0089)
  B     1.029 (0.0822)    0.808 -0.331 (0.0392)    1.525 -0.827 (0.0549)
  V     0.995 (0.0600)    0.834 -0.241 (0.0324)    1.357 -0.603 (0.0440)
  R     0.836 (0.0252)    0.806 -0.046 (0.0316)    0.905 -0.115 (0.0338)
  I     0.638 (0.0611)    0.732  0.141 (0.0269)    0.427  0.351 (0.0201)
  J     0.486 (0.0600)    0.598  0.167 (0.0156)    0.236  0.418 (0.0078)
  K     0.321 (0.1023)    0.522  0.302 (0.0165)   -0.131  0.754 (0.0019)
  L     0.234 (0.0748)    0.379  0.216 (0.0141)   -0.090  0.541 (0.0037)
  M     0.147 (0.0661)    0.262  0.173 (0.0217)   -0.112  0.432 (0.0135)
  N     0.111 (0.0377)    0.178  0.101 (0.0110)   -0.041  0.253 (0.0062)
  Rc    0.899 (0.0307)    0.821 -0.118 (0.0318)    1.076 -0.295 (0.0375)
  Ic    0.717 (0.0505)    0.780  0.095 (0.0292)    0.575  0.237 (0.0246)
 230    1.003 (0.0019)    0.999 -0.007 (0.0003)    1.013 -0.016 (0.0006)
 250    0.940 (0.0330)    1.017  0.116 (0.0048)    0.766  0.291 (0.0103)
 270    0.831 (0.0821)    1.010  0.268 (0.0016)    0.428  0.671 (0.0143)
 290    0.751 (0.1110)    0.983  0.348 (0.0064)    0.230  0.870 (0.0109)
 310    0.667 (0.1231)    0.911  0.367 (0.0174)    0.116  0.917 (0.0010)
 330    0.639 (0.1153)    0.865  0.339 (0.0191)    0.131  0.846 (0.0028)
 TyB    0.979 (0.0655)    0.799 -0.271 (0.0384)    1.386 -0.678 (0.0512)
 TyV    1.010 (0.0670)    0.831 -0.269 (0.0340)    1.413 -0.671 (0.0468)
 HIP    0.958 (0.0497)    0.823 -0.203 (0.0336)    1.263 -0.508 (0.0434)
 858    0.677 (0.0594)    0.752  0.113 (0.0344)    0.508  0.282 (0.0289)


          Teff = 3500 K,  log g = 0.5,  [M/H] = +0.5

