          Teff = 3500 K,  log g = 0.0,  [M/H] = +0.2

 bolo   0.484 (0.0680)    0.608  0.186 (0.0179)    0.205  0.465 (0.0089)
  u     0.667 (0.0933)    0.841  0.260 (0.0208)    0.277  0.651 (0.0083)
  v     0.859 (0.0386)    0.747 -0.168 (0.0353)    1.111 -0.421 (0.0432)
  b     1.099 (0.1168)    0.799 -0.450 (0.0407)    1.773 -1.124 (0.0620)
  y     0.996 (0.0654)    0.824 -0.259 (0.0322)    1.385 -0.648 (0.0446)
  U     0.697 (0.0743)    0.821  0.186 (0.0247)    0.419  0.464 (0.0159)
  B     1.034 (0.0941)    0.786 -0.372 (0.0400)    1.592 -0.931 (0.0577)
  V     0.981 (0.0589)    0.824 -0.235 (0.0317)    1.334 -0.588 (0.0429)
  R     0.831 (0.0243)    0.804 -0.041 (0.0301)    0.893 -0.104 (0.0321)
  I     0.630 (0.0587)    0.720  0.135 (0.0261)    0.427  0.338 (0.0196)
  J     0.488 (0.0581)    0.597  0.164 (0.0142)    0.242  0.410 (0.0066)
  K     0.323 (0.1059)    0.531  0.312 (0.0169)   -0.145  0.780 (0.0019)
  L     0.240 (0.0765)    0.388  0.222 (0.0139)   -0.094  0.555 (0.0032)
  M     0.151 (0.0646)    0.264  0.169 (0.0210)   -0.103  0.424 (0.0129)
  N     0.115 (0.0367)    0.181  0.099 (0.0104)   -0.034  0.247 (0.0057)
  Rc    0.889 (0.0281)    0.820 -0.104 (0.0301)    1.044 -0.259 (0.0350)
  Ic    0.711 (0.0488)    0.772  0.091 (0.0286)    0.574  0.229 (0.0241)
 230    1.001 (0.0005)    1.000 -0.001 (0.0001)    1.003 -0.003 (0.0001)
 250    0.937 (0.0338)    1.016  0.118 (0.0043)    0.760  0.295 (0.0100)
 270    0.832 (0.0805)    1.007  0.263 (0.0014)    0.437  0.657 (0.0138)
 290    0.753 (0.1091)    0.982  0.343 (0.0061)    0.239  0.856 (0.0109)
 310    0.668 (0.1210)    0.909  0.362 (0.0165)    0.125  0.905 (0.0013)
 330    0.640 (0.1102)    0.855  0.323 (0.0185)    0.156  0.807 (0.0030)
 TyB    1.000 (0.0856)    0.771 -0.344 (0.0397)    1.515 -0.860 (0.0560)
