  2300.0  6000.0  1.444913031E+06 -3.996028920E+06  5.119285365E+06 -5.245988494E+06  3.996377421E+06 -2.769288588E+06  1.389384548E+06 -6.639121646E+05  1.838872379E+05 -5.397908387E+04
  2300.0  6000.0 -3.761248188E+04  1.298231794E+05 -1.437557457E+05  1.939247900E+05 -1.320988679E+05  1.275216914E+05 -5.771213383E+04  4.154367642E+04 -1.006601733E+04  5.219418913E+03
  2300.0  8200.0  1.095251387E+04 -2.936293711E+04  3.849890574E+04 -3.787282138E+04  2.952627582E+04 -1.921037078E+04  9.925101701E+03 -4.224431929E+03  1.233266777E+03 -2.684216178E+02
  2300.0  9400.0 -1.146247400E+04  3.027629697E+04 -3.888015980E+04  3.653689412E+04 -2.713175619E+04  1.621080746E+04 -7.685560026E+03  2.795237553E+03 -7.085732068E+02  1.038784470E+02
  2300.0 12000.0 -3.381352267E+03  8.904876402E+03 -1.130534462E+04  1.042948505E+04 -7.544900516E+03  4.338955808E+03 -1.951442009E+03  6.549600111E+02 -1.480237247E+02  1.713900052E+01
  2300.0 12000.0 -4.559884292E+03  1.197311249E+04 -1.514180892E+04  1.388474280E+04 -9.962145192E+03  5.669550530E+03 -2.517836607E+03  8.326149045E+02 -1.850057542E+02  2.101809383E+01
  2300.0 12000.0 -5.063976107E+03  1.327488580E+04 -1.674227367E+04  1.528758166E+04 -1.090506570E+04  6.159765359E+03 -2.710179480E+03  8.861969563E+02 -1.943267863E+02  2.175080791E+01
  2300.0 12000.0 -4.385942126E+03  1.148670845E+04 -1.444725584E+04  1.313669601E+04 -9.316469537E+03  5.222359048E+03 -2.275462133E+03  7.351034809E+02 -1.588807376E+02  1.750107213E+01
  2300.0 12000.0 -3.603571369E+03  9.427206419E+03 -1.181363114E+04  1.068148075E+04 -7.515119731E+03  4.167333397E+03 -1.789810793E+03  5.672355898E+02 -1.194603228E+02  1.268962028E+01
  2300.0 12000.0 -2.315524553E+03  6.047902742E+03 -7.521164612E+03  6.719879488E+03 -4.647302229E+03  2.515554918E+03 -1.044460817E+03  3.154679183E+02 -6.187521725E+01  5.871376964E+00
  2300.0 12000.0 -5.336816066E+02  1.382388671E+03 -1.618829996E+03  1.306193397E+03 -7.616814668E+02  3.024024501E+02 -5.987274618E+01 -1.120325794E+01  1.113895001E+01 -2.511298150E+00
  2300.0 12000.0  1.207327226E+03 -3.172096707E+03  4.132479627E+03 -3.954041027E+03  2.998938735E+03 -1.828384949E+03  8.816673299E+02 -3.208617105E+02  7.954097768E+01 -1.022372735E+01
  2300.0 11800.0  3.319829135E+03 -8.698269899E+03  1.111076922E+04 -1.033725923E+04  7.564428676E+03 -4.418184945E+03  2.028941054E+03 -7.001985570E+02  1.642658842E+02 -2.004028776E+01
  2300.0  6000.0  1.176088343E+06 -3.271598345E+06  4.176290468E+06 -4.315002363E+06  3.277891335E+06 -2.298664101E+06  1.149755169E+06 -5.597564332E+05  1.541742181E+05 -4.687720310E+04
  2300.0  6100.0  9.860650771E+05 -2.722629401E+06  3.492964760E+06 -3.572182163E+06  2.725486772E+06 -1.883201146E+06  9.466552111E+05 -4.502060335E+05  1.250759750E+05 -3.635030684E+04
