          Teff = 3500 K,  log g = 0.0,  [M/H] = -1.5

 bolo   0.469 (0.0730)    0.607  0.207 (0.0154)    0.158  0.518 (0.0054)
  u     0.752 (0.0176)    0.714 -0.057 (0.0223)    0.838 -0.143 (0.0250)
  v     0.818 (0.0626)    0.646 -0.258 (0.0315)    1.205 -0.645 (0.0435)
  b     0.902 (0.1026)    0.635 -0.401 (0.0381)    1.503 -1.001 (0.0571)
  y     0.888 (0.0819)    0.683 -0.308 (0.0262)    1.349 -0.769 (0.0410)
  U     0.773 (0.0257)    0.701 -0.109 (0.0250)    0.937 -0.272 (0.0302)
  B     0.884 (0.0911)    0.646 -0.357 (0.0351)    1.420 -0.893 (0.0520)
  V     0.871 (0.0719)    0.690 -0.272 (0.0247)    1.278 -0.679 (0.0377)
  R     0.757 (0.0158)    0.744 -0.021 (0.0186)    0.789 -0.052 (0.0196)
  I     0.614 (0.0445)    0.691  0.115 (0.0149)    0.441  0.289 (0.0094)
  J     0.499 (0.0631)    0.625  0.189 (0.0097)    0.216  0.472 (0.0015)
  K     0.305 (0.1188)    0.534  0.343 (0.0218)   -0.210  0.858 (0.0053)
  L     0.235 (0.0869)    0.403  0.251 (0.0159)   -0.142  0.629 (0.0039)
  M     0.173 (0.0578)    0.278  0.158 (0.0161)   -0.064  0.394 (0.0087)
  N     0.125 (0.0397)    0.199  0.111 (0.0092)   -0.042  0.278 (0.0039)
  Rc    0.791 (0.0214)    0.740 -0.077 (0.0194)    0.907 -0.193 (0.0231)
  Ic    0.673 (0.0363)    0.729  0.084 (0.0164)    0.548  0.209 (0.0125)
 230    1.002 (0.0062)    0.990 -0.018 (0.0010)    1.029 -0.045 (0.0005)
 250    0.923 (0.0187)    0.962  0.059 (0.0008)    0.834  0.148 (0.0025)
 270    0.862 (0.0232)    0.909  0.069 (0.0030)    0.759  0.173 (0.0008)
 290    0.816 (0.0308)    0.877  0.091 (0.0053)    0.680  0.227 (0.0011)
 310    0.764 (0.0299)    0.810  0.070 (0.0136)    0.659  0.174 (0.0104)
 330    0.725 (0.0224)    0.742  0.026 (0.0176)    0.685  0.066 (0.0164)
 TyB    0.859 (0.0832)    0.638 -0.331 (0.0341)    1.356 -0.828 (0.0497)
 TyV    0.877 (0.0759)    0.685 -0.288 (0.0265)    1.309 -0.721 (0.0403)
 HIP    0.828 (0.0440)    0.713 -0.172 (0.0231)    1.086 -0.430 (0.0314)
 858    0.623 (0.0590)    0.722  0.148 (0.0221)    0.400  0.371 (0.0151)


          Teff = 3500 K,  log g = 0.5,  [M/H] = -1.5

 bolo   0.469 (0.0720)    0.605  0.204 (0.0156)    0.164  0.509 (0.0058)
  u     0.831 (0.0546)    0.676 -0.232 (0.0345)    1.179 -0.580 (0.0453)
  v     0.916 (0.1114)    0.623 -0.440 (0.0419)    1.576 -1.100 (0.0624)
  b     0.980 (0.1328)    0.647 -0.500 (0.0383)    1.731 -1.251 (0.0621)
  y     0.918 (0.0856)    0.710 -0.312 (0.0214)    1.386 -0.781 (0.0365)
  U     0.859 (0.0706)    0.664 -0.293 (0.0374)    1.299 -0.733 (0.0511)
  B     0.955 (0.1198)    0.651 -0.455 (0.0366)    1.638 -1.138 (0.0582)
  V     0.896 (0.0742)    0.714 -0.273 (0.0207)    1.306 -0.683 (0.0338)
  R     0.762 (0.0149)    0.752 -0.015 (0.0172)    0.784 -0.037 (0.0179)
  I     0.610 (0.0450)    0.687  0.117 (0.0153)    0.435  0.292 (0.0097)
  J     0.494 (0.0623)    0.618  0.187 (0.0096)    0.214  0.467 (0.0017)
  K     0.300 (0.1191)    0.529  0.343 (0.0220)   -0.215  0.859 (0.0056)
  L     0.233 (0.0868)    0.401  0.252 (0.0155)   -0.145  0.630 (0.0034)
  M     0.166 (0.0530)    0.263  0.145 (0.0149)   -0.051  0.362 (0.0081)
  N     0.124 (0.0385)    0.197  0.109 (0.0084)   -0.040  0.273 (0.0032)
  Rc    0.799 (0.0192)    0.754 -0.068 (0.0171)    0.902 -0.171 (0.0204)
  Ic    0.670 (0.0373)    0.729  0.087 (0.0165)    0.539  0.219 (0.0124)
 230    0.992 (0.0012)    0.993  0.003 (0.0017)    0.988  0.006 (0.0018)
 250    0.903 (0.0291)    0.967  0.095 (0.0007)    0.761  0.238 (0.0051)
 270    0.830 (0.0417)    0.919  0.134 (0.0007)    0.628  0.336 (0.0059)
 290    0.775 (0.0519)    0.884  0.163 (0.0033)    0.530  0.408 (0.0046)
 310    0.753 (0.0328)    0.801  0.072 (0.0149)    0.646  0.179 (0.0115)
 330    0.768 (0.0209)    0.713 -0.083 (0.0253)    0.892 -0.207 (0.0292)
 TyB    0.945 (0.1212)    0.634 -0.466 (0.0389)    1.643 -1.164 (0.0609)
 TyV    0.908 (0.0813)    0.707 -0.301 (0.0230)    1.360 -0.753 (0.0375)
 HIP    0.853 (0.0493)    0.727 -0.188 (0.0210)    1.135 -0.471 (0.0301)
 858    0.619 (0.0573)    0.715  0.144 (0.0217)    0.403  0.360 (0.0149)


          Teff = 3500 K,  log g = 1.0,  [M/H] = -1.5

 bolo   0.468 (0.0708)    0.601  0.199 (0.0158)    0.169  0.498 (0.0062)
  u     0.948 (0.1165)    0.636 -0.469 (0.0486)    1.652 -1.173 (0.0704)
  v     1.003 (0.1494)    0.622 -0.572 (0.0449)    1.860 -1.429 (0.0717)
  b     1.030 (0.1454)    0.675 -0.533 (0.0330)    1.830 -1.332 (0.0584)
  y     0.931 (0.0809)    0.737 -0.291 (0.0173)    1.368 -0.728 (0.0314)
  U     0.962 (0.1230)    0.636 -0.488 (0.0473)    1.694 -1.221 (0.0701)
  B     1.004 (0.1351)    0.670 -0.501 (0.0337)    1.756 -1.253 (0.0575)
  V     0.907 (0.0693)    0.738 -0.253 (0.0172)    1.286 -0.631 (0.0294)
  R     0.761 (0.0151)    0.756 -0.009 (0.0167)    0.774 -0.021 (0.0171)
  I     0.603 (0.0452)    0.680  0.115 (0.0160)    0.430  0.289 (0.0105)
  J     0.487 (0.0615)    0.610  0.183 (0.0100)    0.212  0.458 (0.0021)
  K     0.294 (0.1187)    0.522  0.343 (0.0217)   -0.220  0.857 (0.0053)
  L     0.230 (0.0860)    0.397  0.251 (0.0147)   -0.146  0.627 (0.0027)
  M     0.161 (0.0489)    0.251  0.134 (0.0136)   -0.039  0.334 (0.0073)
  N     0.121 (0.0371)    0.190  0.105 (0.0084)   -0.037  0.262 (0.0034)
  Rc    0.800 (0.0164)    0.763 -0.056 (0.0160)    0.885 -0.141 (0.0187)
  Ic    0.665 (0.0379)    0.724  0.088 (0.0171)    0.533  0.220 (0.0129)
 230    0.975 (0.0090)    0.997  0.034 (0.0025)    0.924  0.084 (0.0041)
 250    0.874 (0.0445)    0.972  0.147 (0.0015)    0.653  0.368 (0.0086)
 270    0.788 (0.0632)    0.925  0.205 (0.0006)    0.481  0.513 (0.0101)
 290    0.737 (0.0686)    0.879  0.213 (0.0046)    0.418  0.533 (0.0061)
 310    0.789 (0.0179)    0.764 -0.037 (0.0246)    0.845 -0.093 (0.0263)
 330    0.883 (0.0795)    0.661 -0.333 (0.0423)    1.383 -0.834 (0.0577)
 TyB    1.009 (0.1447)    0.649 -0.541 (0.0374)    1.820 -1.352 (0.0629)
 TyV    0.922 (0.0785)    0.731 -0.287 (0.0194)    1.353 -0.717 (0.0332)
 HIP    0.867 (0.0499)    0.741 -0.189 (0.0191)    1.150 -0.472 (0.0282)
 858    0.613 (0.0553)    0.705  0.138 (0.0212)    0.406  0.345 (0.0147)


          Teff = 3500 K,  log g = 1.5,  [M/H] = -1.5

 bolo   0.449 (0.0740)    0.586  0.206 (0.0171)    0.139  0.516 (0.0072)
  u     1.016 (0.1447)    0.639 -0.565 (0.0491)    1.863 -1.412 (0.0753)
  v     1.017 (0.1459)    0.653 -0.546 (0.0369)    1.836 -1.365 (0.0624)
  b     1.017 (0.1256)    0.713 -0.456 (0.0254)    1.701 -1.140 (0.0470)
  y     0.891 (0.0541)    0.755 -0.203 (0.0159)    1.195 -0.507 (0.0256)
  U     1.001 (0.1357)    0.651 -0.524 (0.0435)    1.787 -1.311 (0.0680)
  B     0.991 (0.1176)    0.702 -0.433 (0.0268)    1.641 -1.083 (0.0473)
  V     0.865 (0.0435)    0.754 -0.167 (0.0163)    1.117 -0.419 (0.0243)
  R     0.718 (0.0284)    0.748  0.045 (0.0187)    0.650  0.113 (0.0166)
  I     0.561 (0.0577)    0.659  0.146 (0.0198)    0.342  0.366 (0.0127)
  J     0.460 (0.0641)    0.581  0.182 (0.0146)    0.187  0.454 (0.0059)
  K     0.289 (0.1153)    0.513  0.336 (0.0194)   -0.215  0.840 (0.0034)
  L     0.227 (0.0801)    0.383  0.235 (0.0133)   -0.126  0.587 (0.0022)
  M     0.161 (0.0476)    0.248  0.131 (0.0130)   -0.035  0.327 (0.0068)
  N     0.110 (0.0377)    0.179  0.103 (0.0101)   -0.044  0.258 (0.0051)
  Rc    0.757 (0.0179)    0.760  0.005 (0.0176)    0.750  0.011 (0.0174)
  Ic    0.621 (0.0525)    0.706  0.128 (0.0202)    0.429  0.320 (0.0140)
 230    0.957 (0.0183)    1.001  0.066 (0.0035)    0.859  0.164 (0.0066)
 250    0.842 (0.0608)    0.977  0.202 (0.0024)    0.540  0.504 (0.0121)
 270    0.757 (0.0784)    0.923  0.249 (0.0027)    0.383  0.623 (0.0104)
 290    0.736 (0.0651)    0.859  0.184 (0.0119)    0.460  0.460 (0.0050)
 310    0.868 (0.0472)    0.728 -0.210 (0.0359)    1.183 -0.525 (0.0455)
 330    0.997 (0.1346)    0.639 -0.537 (0.0521)    1.803 -1.343 (0.0769)
 TyB    1.006 (0.1316)    0.683 -0.485 (0.0294)    1.734 -1.212 (0.0523)
 TyV    0.883 (0.0529)    0.749 -0.201 (0.0177)    1.186 -0.503 (0.0274)
 HIP    0.831 (0.0305)    0.749 -0.123 (0.0187)    1.015 -0.307 (0.0245)
 858    0.571 (0.0672)    0.685  0.171 (0.0232)    0.314  0.428 (0.0150)


          Teff = 3500 K,  log g = 2.0,  [M/H] = -1.5

 bolo   0.390 (0.0860)    0.552  0.243 (0.0187)    0.026  0.607 (0.0071)
  u     0.946 (0.0932)    0.712 -0.350 (0.0242)    1.471 -0.876 (0.0406)
  v     0.898 (0.0704)    0.725 -0.260 (0.0148)    1.288 -0.650 (0.0267)
  b     0.871 (0.0421)    0.764 -0.160 (0.0112)    1.110 -0.399 (0.0184)
  y     0.741 (0.0245)    0.775  0.051 (0.0113)    0.664  0.128 (0.0090)
  U     0.910 (0.0743)    0.723 -0.279 (0.0192)    1.329 -0.698 (0.0322)
  B     0.853 (0.0380)    0.755 -0.147 (0.0116)    1.073 -0.367 (0.0183)
  V     0.720 (0.0320)    0.769  0.074 (0.0124)    0.609  0.185 (0.0091)
  R     0.592 (0.0796)    0.739  0.220 (0.0187)    0.262  0.549 (0.0082)
  I     0.461 (0.0946)    0.635  0.262 (0.0224)    0.068  0.654 (0.0099)
  J     0.379 (0.0828)    0.529  0.226 (0.0219)    0.041  0.564 (0.0111)
  K     0.277 (0.0990)    0.471  0.290 (0.0174)   -0.157  0.724 (0.0036)
  L     0.204 (0.0674)    0.330  0.190 (0.0159)   -0.081  0.474 (0.0069)
  M     0.149 (0.0520)    0.244  0.143 (0.0136)   -0.066  0.358 (0.0068)
  N     0.093 (0.0419)    0.168  0.113 (0.0118)   -0.076  0.282 (0.0064)
  Rc    0.624 (0.0712)    0.754  0.195 (0.0172)    0.332  0.487 (0.0080)
  Ic    0.511 (0.0950)    0.687  0.265 (0.0217)    0.114  0.661 (0.0090)
 230    0.942 (0.0271)    1.006  0.096 (0.0046)    0.797  0.241 (0.0093)
 250    0.818 (0.0730)    0.978  0.239 (0.0021)    0.459  0.598 (0.0134)
 270    0.764 (0.0720)    0.907  0.214 (0.0088)    0.443  0.535 (0.0049)
 290    0.794 (0.0346)    0.833  0.059 (0.0204)    0.706  0.147 (0.0178)
 310    0.908 (0.0591)    0.746 -0.243 (0.0294)    1.273 -0.608 (0.0407)
 330    0.980 (0.1113)    0.697 -0.425 (0.0324)    1.618 -1.063 (0.0523)
 TyB    0.875 (0.0528)    0.745 -0.196 (0.0114)    1.169 -0.489 (0.0203)
 TyV    0.738 (0.0244)    0.770  0.048 (0.0124)    0.666  0.120 (0.0102)
 HIP    0.694 (0.0412)    0.760  0.100 (0.0147)    0.544  0.250 (0.0100)
 858    0.470 (0.1036)    0.662  0.288 (0.0242)    0.038  0.720 (0.0103)


          Teff = 3500 K,  log g = 2.5,  [M/H] = -1.5

 bolo   0.314 (0.1010)    0.503  0.284 (0.0225)   -0.112  0.711 (0.0088)
  u     0.829 (0.0169)    0.795 -0.050 (0.0026)    0.904 -0.126 (0.0010)
  v     0.747 (0.0203)    0.793  0.070 (0.0057)    0.641  0.176 (0.0089)
  b     0.692 (0.0552)    0.811  0.179 (0.0040)    0.424  0.447 (0.0114)
  y     0.591 (0.0963)    0.788  0.295 (0.0083)    0.148  0.738 (0.0078)
  U     0.787 (0.0045)    0.797  0.016 (0.0039)    0.763  0.039 (0.0046)
  B     0.694 (0.0505)    0.803  0.164 (0.0035)    0.448  0.409 (0.0103)
  V     0.577 (0.0991)    0.778  0.301 (0.0100)    0.126  0.752 (0.0061)
  R     0.480 (0.1255)    0.726  0.369 (0.0192)   -0.074  0.924 (0.0029)
  I     0.379 (0.1250)    0.617  0.358 (0.0242)   -0.158  0.894 (0.0072)
  J     0.290 (0.1074)    0.488  0.296 (0.0266)   -0.154  0.740 (0.0123)
  K     0.213 (0.0855)    0.368  0.233 (0.0231)   -0.137  0.583 (0.0120)
  L     0.145 (0.0661)    0.263  0.176 (0.0199)   -0.118  0.440 (0.0115)
  M     0.131 (0.0586)    0.239  0.163 (0.0144)   -0.113  0.407 (0.0066)
  N     0.081 (0.0455)    0.162  0.122 (0.0131)   -0.101  0.304 (0.0073)
  Rc    0.503 (0.1223)    0.744  0.362 (0.0176)   -0.040  0.905 (0.0029)
  Ic    0.419 (0.1297)    0.669  0.376 (0.0231)   -0.145  0.939 (0.0054)
 230    0.923 (0.0369)    1.009  0.129 (0.0051)    0.729  0.323 (0.0113)
 250    0.802 (0.0796)    0.972  0.255 (0.0021)    0.420  0.638 (0.0119)
 270    0.807 (0.0483)    0.884  0.116 (0.0169)    0.633  0.289 (0.0120)
 290    0.846 (0.0172)    0.827 -0.029 (0.0222)    0.890 -0.072 (0.0235)
 310    0.891 (0.0376)    0.795 -0.144 (0.0137)    1.106 -0.360 (0.0206)
 330    0.884 (0.0433)    0.786 -0.147 (0.0033)    1.104 -0.367 (0.0104)
 TyB    0.718 (0.0374)    0.801  0.125 (0.0053)    0.530  0.313 (0.0110)
 TyV    0.593 (0.0936)    0.783  0.286 (0.0087)    0.164  0.715 (0.0066)
 HIP    0.559 (0.1032)    0.766  0.311 (0.0119)    0.092  0.777 (0.0046)
 858    0.387 (0.1319)    0.640  0.379 (0.0252)   -0.180  0.946 (0.0072)


          Teff = 3500 K,  log g = 3.0,  [M/H] = -1.5

 bolo   0.264 (0.1107)    0.471  0.310 (0.0253)   -0.200  0.774 (0.0104)
  u     0.756 (0.0321)    0.836  0.120 (0.0111)    0.576  0.300 (0.0169)
  v     0.667 (0.0671)    0.818  0.226 (0.0079)    0.327  0.566 (0.0185)
  b     0.600 (0.1036)    0.820  0.331 (0.0048)    0.103  0.827 (0.0167)
  y     0.515 (0.1305)    0.781  0.398 (0.0125)   -0.082  0.995 (0.0092)
  U     0.714 (0.0487)    0.829  0.172 (0.0096)    0.456  0.430 (0.0179)
  B     0.611 (0.0948)    0.814  0.305 (0.0040)    0.153  0.763 (0.0163)
  V     0.505 (0.1307)    0.769  0.396 (0.0140)   -0.089  0.990 (0.0074)
  R     0.421 (0.1466)    0.708  0.431 (0.0226)   -0.225  1.077 (0.0041)
  I     0.334 (0.1386)    0.598  0.396 (0.0270)   -0.259  0.989 (0.0084)
  J     0.246 (0.1174)    0.460  0.322 (0.0299)   -0.237  0.805 (0.0144)
  K     0.154 (0.0838)    0.303  0.222 (0.0254)   -0.179  0.556 (0.0148)
  L     0.113 (0.0652)    0.226  0.170 (0.0213)   -0.142  0.425 (0.0133)
  M     0.118 (0.0621)    0.232  0.171 (0.0157)   -0.139  0.428 (0.0075)
  N     0.075 (0.0473)    0.158  0.126 (0.0138)   -0.114  0.314 (0.0078)
  Rc    0.440 (0.1458)    0.727  0.430 (0.0214)   -0.206  1.076 (0.0041)
  Ic    0.369 (0.1454)    0.649  0.420 (0.0259)   -0.261  1.051 (0.0065)
 230    0.886 (0.0530)    1.007  0.180 (0.0045)    0.616  0.451 (0.0132)
 250    0.781 (0.0859)    0.959  0.267 (0.0057)    0.381  0.666 (0.0088)
 270    0.834 (0.0333)    0.867  0.049 (0.0220)    0.761  0.123 (0.0197)
 290    0.847 (0.0161)    0.835 -0.018 (0.0195)    0.874 -0.045 (0.0203)
 310    0.854 (0.0103)    0.830 -0.037 (0.0049)    0.909 -0.092 (0.0067)
 330    0.813 (0.0088)    0.836  0.034 (0.0093)    0.762  0.086 (0.0109)
 TyB    0.635 (0.0839)    0.818  0.276 (0.0058)    0.221  0.689 (0.0182)
 TyV    0.519 (0.1268)    0.776  0.386 (0.0122)   -0.061  0.966 (0.0084)
 HIP    0.489 (0.1330)    0.756  0.400 (0.0154)   -0.112  1.001 (0.0061)
 858    0.343 (0.1443)    0.619  0.414 (0.0274)   -0.278  1.035 (0.0078)


          Teff = 3500 K,  log g = 3.5,  [M/H] = -1.5

 bolo   0.245 (0.1136)    0.456  0.316 (0.0267)   -0.229  0.790 (0.0114)
  u     0.723 (0.0555)    0.854  0.196 (0.0111)    0.428  0.491 (0.0206)
  v     0.636 (0.0868)    0.826  0.285 (0.0055)    0.208  0.714 (0.0185)
  b     0.561 (0.1246)    0.821  0.390 (0.0073)   -0.025  0.976 (0.0155)
  y     0.484 (0.1437)    0.773  0.434 (0.0160)   -0.166  1.084 (0.0081)
  U     0.683 (0.0689)    0.839  0.235 (0.0080)    0.330  0.587 (0.0192)
  B     0.576 (0.1136)    0.815  0.359 (0.0052)    0.037  0.898 (0.0154)
  V     0.474 (0.1427)    0.760  0.428 (0.0173)   -0.168  1.070 (0.0064)
  R     0.394 (0.1541)    0.694  0.450 (0.0251)   -0.280  1.125 (0.0054)
  I     0.315 (0.1432)    0.586  0.407 (0.0286)   -0.296  1.018 (0.0096)
  J     0.229 (0.1204)    0.447  0.328 (0.0315)   -0.263  0.820 (0.0157)
  K     0.136 (0.0816)    0.279  0.214 (0.0260)   -0.186  0.536 (0.0157)
  L     0.102 (0.0640)    0.212  0.165 (0.0219)   -0.145  0.412 (0.0141)
  M     0.111 (0.0640)    0.227  0.175 (0.0170)   -0.151  0.437 (0.0086)
  N     0.072 (0.0479)    0.156  0.127 (0.0141)   -0.119  0.318 (0.0080)
  Rc    0.412 (0.1543)    0.714  0.452 (0.0241)   -0.266  1.131 (0.0050)
  Ic    0.347 (0.1507)    0.636  0.433 (0.0277)   -0.303  1.083 (0.0077)
 230    0.856 (0.0671)    1.006  0.225 (0.0042)    0.518  0.563 (0.0151)
 250    0.758 (0.0939)    0.948  0.284 (0.0096)    0.333  0.709 (0.0065)
 270    0.844 (0.0290)    0.857  0.020 (0.0255)    0.814  0.050 (0.0246)
 290    0.829 (0.0209)    0.838  0.013 (0.0189)    0.809  0.033 (0.0183)
 310    0.831 (0.0085)    0.849  0.027 (0.0030)    0.791  0.067 (0.0025)
 330    0.776 (0.0354)    0.865  0.133 (0.0126)    0.577  0.332 (0.0190)
 TyB    0.600 (0.1038)    0.822  0.333 (0.0044)    0.100  0.833 (0.0173)
 TyV    0.487 (0.1395)    0.768  0.421 (0.0155)   -0.145  1.054 (0.0073)
